"WorkerId","cond","trialnum","correct","sex","age","lang","rt","itemnum","trialtype"
"A207IHY6GERCFO",2,5,"Y","""M""","""35""","""English""",1750,"2vs1","inference"
"A3RIBFIB7C8D20",1,5,"Y","""F""","""25""","""english""",1734,"3vs1","inference"
"A27O2IILV3S5YS",2,5,"Y","""F""","""35""","""English""",1765,"2vs1","inference"
"A3HNEYFOIJWPH1",2,5,"Y","""M""","""35""","""English""",795,"2vs1","inference"
"AELOYBHVZFDW9",2,5,"Y","""M""","""55""","""english""",1144,"2vs1","inference"
"A2UF2FRGVW4T89",1,5,"Y","""M""","""45""","""English""",939,"3vs1","inference"
"A1XOXGWBAN6HEJ",1,5,"Y","""M""","""35""","""english""",2539,"3vs1","inference"
"A7RAVFS10BUZ1",2,5,"N","""M""","""55""","""English""",2970,"2vs1","inference"
"A2179VLITZ8QHP",2,6,"Y","""M""","""35""","""English""",1834,"2vs2","control_single"
"A1F63RK1PMJS5Y",1,6,"Y","""M""","""35""","""English""",810,"1vs1","control_single"
"A2OYTHYZI938A7",1,6,"Y","""F""","""35""","""English""",867,"1vs1","control_single"
"A2ZH5LDUY5UFD4",1,6,"Y","""M""","""45""","""English""",691,"1vs1","control_single"
"A2RXJXDJ5IWHCF",2,6,"Y","""F""","""35""","""English""",1126,"2vs2","control_single"
"A1Y8MOE9J7CMPQ",1,6,"Y","""M""","""45""","""English""",937,"1vs1","control_single"
"A3LZG0E2BOVFI0",2,6,"Y","""F""","""55""","""English""",1675,"2vs2","control_single"
"A10K8ZSAU26T49",2,6,"Y","""F""","""55""","""English""",2533,"2vs2","control_single"
"AIUKV0KVALMY6",1,6,"Y","""F""","""35""","""english""",738,"1vs1","control_single"
"A3MBIX6DHJS68K",2,6,"Y","""F""","""35""","""English""",1827,"2vs2","control_single"
"A3CD3C99T8S6ON",2,6,"Y","""M""","""25""","""English""",1313,"2vs2","control_single"
"A3SW1BXR31CZY0",1,6,"Y","""M""","""35""","""English""",928,"1vs1","control_single"
"AK467M5VTG7N4",1,6,"Y","""M""","""25""","""English""",1229,"1vs1","control_single"
"A24MK3QPZ1V1L8",1,6,"Y","""M""","""35""","""english""",687,"1vs1","control_single"
"ADKKDK6P4MS1Z",2,6,"Y","""M""","""35""","""english""",2204,"2vs2","control_single"
"A3H369LHNNJ1XR",1,6,"Y","""M""","""25""","""English""",834,"1vs1","control_single"
"AKLG79EPGKTDP",1,6,"Y","""F""","""25""","""English""",432,"1vs1","control_single"
"A1GSIR59HGF3SZ",1,6,"Y","""F""","""35""","""English""",607,"1vs1","control_single"
"A1HBIE5LRTQK1L",1,6,"Y","""M""","""55""","""English""",832,"1vs1","control_single"
"ARI4DPDWL5SZY",2,6,"Y","""M""","""35""","""English""",500,"2vs2","control_single"
"A6IFXOBCV436G",1,6,"Y","""M""","""35""","""english""",896,"1vs1","control_single"
"A2FD57QQWT1J2N",2,6,"Y","""M""","""35""","""english""",784,"2vs2","control_single"
"A1VSHM4NLZ705D",1,6,"Y","""M""","""35""","""English""",639,"1vs1","control_single"
"A38R7SIVV118KT",2,6,"Y","""M""","""65""","""english""",2129,"2vs2","control_single"
"A1QVNF19XSRSD7",1,6,"Y","""M""","""35""","""English""",825,"1vs1","control_single"
"A2T9WRHFRIVAFY",2,6,"Y","""F""","""35""","""English""",984,"2vs2","control_single"
"A1H11P4QSM08Y1",2,6,"Y","""M""","""35""","""english""",1283,"2vs2","control_single"
"A3MQS8KPUMZB9W",1,6,"Y","""F""","""45""","""English""",1197,"1vs1","control_single"
"A1A2X0T1XE8K89",1,6,"Y","""M""","""25""","""english""",958,"1vs1","control_single"
"A3P74FP62XNVYI",1,6,"Y","""M""","""65""","""English""",1313,"1vs1","control_single"
"A302M81U0HM7RJ",1,6,"Y","""M""","""35""","""english""",521,"1vs1","control_single"
"A27BKFN6UB1LDP",2,6,"Y","""F""","""35""","""English""",2284,"2vs2","control_single"
"A2G333PKCQQIA0",2,6,"Y","""F""","""35""","""english""",2116,"2vs2","control_single"
"ALIAR9NKPM4YU",2,6,"Y","""F""","""66""","""English""",1160,"2vs2","control_single"
"A7XL1V3G7C2VV",2,6,"Y","""M""","""25""","""English""",1429,"2vs2","control_single"
"A2UIGDOLX5RV95",1,6,"Y","""F""","""25""","""English""",600,"1vs1","control_single"
"AYCHPTQRYDT7G",1,6,"Y","""F""","""45""","""English""",886,"1vs1","control_single"
"A1H72BVZEDUFZ7",1,6,"Y","""F""","""25""","""English""",1297,"1vs1","control_single"
"A3K7UC7LUKV0ZV",1,6,"Y","""M""","""35""","""English""",814,"1vs1","control_single"
"A1BDZFVHI4LH44",2,6,"Y","""M""","""25""","""English""",657,"2vs2","control_single"
"A207IHY6GERCFO",2,6,"N","""M""","""35""","""English""",1140,"2vs2","control_single"
"A3RIBFIB7C8D20",1,6,"Y","""F""","""25""","""english""",1563,"1vs1","control_single"
"A27O2IILV3S5YS",2,6,"Y","""F""","""35""","""English""",1158,"2vs2","control_single"
"A3HNEYFOIJWPH1",2,6,"Y","""M""","""35""","""English""",1187,"2vs2","control_single"
"AELOYBHVZFDW9",2,6,"Y","""M""","""55""","""english""",774,"2vs2","control_single"
"A2UF2FRGVW4T89",1,6,"Y","""M""","""45""","""English""",1168,"1vs1","control_single"
"A1XOXGWBAN6HEJ",1,6,"Y","""M""","""35""","""english""",684,"1vs1","control_single"
"A7RAVFS10BUZ1",2,6,"Y","""M""","""55""","""English""",1553,"2vs2","control_single"
"A2179VLITZ8QHP",2,7,"Y","""M""","""35""","""English""",1225,"2vs2","control_single"
"A1F63RK1PMJS5Y",1,7,"Y","""M""","""35""","""English""",1890,"2vs2","control_single"
"A2OYTHYZI938A7",1,7,"Y","""F""","""35""","""English""",637,"2vs2","control_single"
"A2ZH5LDUY5UFD4",1,7,"Y","""M""","""45""","""English""",1490,"2vs2","control_single"
"A2RXJXDJ5IWHCF",2,7,"Y","""F""","""35""","""English""",905,"2vs2","control_single"
"A1Y8MOE9J7CMPQ",1,7,"Y","""M""","""45""","""English""",936,"2vs2","control_single"
"A3LZG0E2BOVFI0",2,7,"Y","""F""","""55""","""English""",1703,"2vs2","control_single"
"A10K8ZSAU26T49",2,7,"Y","""F""","""55""","""English""",1580,"2vs2","control_single"
"AIUKV0KVALMY6",1,7,"Y","""F""","""35""","""english""",1425,"2vs2","control_single"
"A3MBIX6DHJS68K",2,7,"Y","""F""","""35""","""English""",1915,"2vs2","control_single"
"A3CD3C99T8S6ON",2,7,"Y","""M""","""25""","""English""",1032,"2vs2","control_single"
"A3SW1BXR31CZY0",1,7,"Y","""M""","""35""","""English""",1162,"2vs2","control_single"
"AK467M5VTG7N4",1,7,"Y","""M""","""25""","""English""",1603,"2vs2","control_single"
"A24MK3QPZ1V1L8",1,7,"Y","""M""","""35""","""english""",1186,"2vs2","control_single"
"ADKKDK6P4MS1Z",2,7,"Y","""M""","""35""","""english""",1598,"2vs2","control_single"
"A3H369LHNNJ1XR",1,7,"Y","""M""","""25""","""English""",1113,"2vs2","control_single"
"AKLG79EPGKTDP",1,7,"Y","""F""","""25""","""English""",823,"2vs2","control_single"
"A1GSIR59HGF3SZ",1,7,"Y","""F""","""35""","""English""",1308,"2vs2","control_single"
"A1HBIE5LRTQK1L",1,7,"Y","""M""","""55""","""English""",1206,"2vs2","control_single"
"ARI4DPDWL5SZY",2,7,"Y","""M""","""35""","""English""",529,"2vs2","control_single"
"A6IFXOBCV436G",1,7,"Y","""M""","""35""","""english""",877,"2vs2","control_single"
"A2FD57QQWT1J2N",2,7,"Y","""M""","""35""","""english""",1007,"2vs2","control_single"
"A1VSHM4NLZ705D",1,7,"Y","""M""","""35""","""English""",1532,"2vs2","control_single"
"A38R7SIVV118KT",2,7,"Y","""M""","""65""","""english""",1249,"2vs2","control_single"
"A1QVNF19XSRSD7",1,7,"Y","""M""","""35""","""English""",1312,"2vs2","control_single"
"A2T9WRHFRIVAFY",2,7,"Y","""F""","""35""","""English""",1141,"2vs2","control_single"
"A1H11P4QSM08Y1",2,7,"Y","""M""","""35""","""english""",844,"2vs2","control_single"
"A3MQS8KPUMZB9W",1,7,"Y","""F""","""45""","""English""",1697,"2vs2","control_single"
"A1A2X0T1XE8K89",1,7,"Y","""M""","""25""","""english""",1370,"2vs2","control_single"
"A3P74FP62XNVYI",1,7,"Y","""M""","""65""","""English""",1048,"2vs2","control_single"
"A302M81U0HM7RJ",1,7,"Y","""M""","""35""","""english""",1095,"2vs2","control_single"
"A27BKFN6UB1LDP",2,7,"Y","""F""","""35""","""English""",1570,"2vs2","control_single"
"A2G333PKCQQIA0",2,7,"Y","""F""","""35""","""english""",1591,"2vs2","control_single"
"ALIAR9NKPM4YU",2,7,"Y","""F""","""66""","""English""",1321,"2vs2","control_single"
"A7XL1V3G7C2VV",2,7,"Y","""M""","""25""","""English""",859,"2vs2","control_single"
"A2UIGDOLX5RV95",1,7,"Y","""F""","""25""","""English""",984,"2vs2","control_single"
"AYCHPTQRYDT7G",1,7,"Y","""F""","""45""","""English""",1251,"2vs2","control_single"
"A1H72BVZEDUFZ7",1,7,"Y","""F""","""25""","""English""",2286,"2vs2","control_single"
"A3K7UC7LUKV0ZV",1,7,"Y","""M""","""35""","""English""",1115,"2vs2","control_single"
"A1BDZFVHI4LH44",2,7,"Y","""M""","""25""","""English""",748,"2vs2","control_single"
"A207IHY6GERCFO",2,7,"Y","""M""","""35""","""English""",913,"2vs2","control_single"
"A3RIBFIB7C8D20",1,7,"Y","""F""","""25""","""english""",2210,"2vs2","control_single"
"A27O2IILV3S5YS",2,7,"Y","""F""","""35""","""English""",760,"2vs2","control_single"
"A3HNEYFOIJWPH1",2,7,"Y","""M""","""35""","""English""",1167,"2vs2","control_single"
"AELOYBHVZFDW9",2,7,"Y","""M""","""55""","""english""",673,"2vs2","control_single"
"A2UF2FRGVW4T89",1,7,"Y","""M""","""45""","""English""",1776,"2vs2","control_single"
"A1XOXGWBAN6HEJ",1,7,"Y","""M""","""35""","""english""",2096,"2vs2","control_single"
"A7RAVFS10BUZ1",2,7,"Y","""M""","""55""","""English""",2935,"2vs2","control_single"
"A2179VLITZ8QHP",2,8,"Y","""M""","""35""","""English""",1576,"2vs1","control_double"
"A1F63RK1PMJS5Y",1,8,"Y","""M""","""35""","""English""",1491,"2vs1","control_double"
"A2OYTHYZI938A7",1,8,"Y","""F""","""35""","""English""",827,"2vs1","control_double"
"A2ZH5LDUY5UFD4",1,8,"Y","""M""","""45""","""English""",848,"2vs1","control_double"
"A2RXJXDJ5IWHCF",2,8,"Y","""F""","""35""","""English""",991,"2vs1","control_double"
"A1Y8MOE9J7CMPQ",1,8,"Y","""M""","""45""","""English""",937,"2vs1","control_double"
"A3LZG0E2BOVFI0",2,8,"Y","""F""","""55""","""English""",2423,"2vs1","control_double"
"A10K8ZSAU26T49",2,8,"Y","""F""","""55""","""English""",1968,"2vs1","control_double"
"AIUKV0KVALMY6",1,8,"Y","""F""","""35""","""english""",1064,"2vs1","control_double"
"A3MBIX6DHJS68K",2,8,"Y","""F""","""35""","""English""",1235,"2vs1","control_double"
"A3CD3C99T8S6ON",2,8,"Y","""M""","""25""","""English""",617,"2vs1","control_double"
"A3SW1BXR31CZY0",1,8,"Y","""M""","""35""","""English""",657,"2vs1","control_double"
"AK467M5VTG7N4",1,8,"Y","""M""","""25""","""English""",1305,"2vs1","control_double"
"A24MK3QPZ1V1L8",1,8,"Y","""M""","""35""","""english""",1927,"2vs1","control_double"
"ADKKDK6P4MS1Z",2,8,"Y","""M""","""35""","""english""",881,"2vs1","control_double"
"A3H369LHNNJ1XR",1,8,"Y","""M""","""25""","""English""",2041,"2vs1","control_double"
"AKLG79EPGKTDP",1,8,"Y","""F""","""25""","""English""",438,"2vs1","control_double"
"A1GSIR59HGF3SZ",1,8,"Y","""F""","""35""","""English""",1122,"2vs1","control_double"
"A1HBIE5LRTQK1L",1,8,"Y","""M""","""55""","""English""",737,"2vs1","control_double"
"ARI4DPDWL5SZY",2,8,"Y","""M""","""35""","""English""",597,"2vs1","control_double"
"A6IFXOBCV436G",1,8,"Y","""M""","""35""","""english""",1094,"2vs1","control_double"
"A2FD57QQWT1J2N",2,8,"Y","""M""","""35""","""english""",546,"2vs1","control_double"
"A1VSHM4NLZ705D",1,8,"Y","""M""","""35""","""English""",1169,"2vs1","control_double"
"A38R7SIVV118KT",2,8,"Y","""M""","""65""","""english""",1281,"2vs1","control_double"
"A1QVNF19XSRSD7",1,8,"Y","""M""","""35""","""English""",975,"2vs1","control_double"
"A2T9WRHFRIVAFY",2,8,"Y","""F""","""35""","""English""",1058,"2vs1","control_double"
"A1H11P4QSM08Y1",2,8,"Y","""M""","""35""","""english""",1391,"2vs1","control_double"
"A3MQS8KPUMZB9W",1,8,"Y","""F""","""45""","""English""",934,"2vs1","control_double"
"A1A2X0T1XE8K89",1,8,"Y","""M""","""25""","""english""",1080,"2vs1","control_double"
"A3P74FP62XNVYI",1,8,"Y","""M""","""65""","""English""",1050,"2vs1","control_double"
"A302M81U0HM7RJ",1,8,"Y","""M""","""35""","""english""",890,"2vs1","control_double"
"A27BKFN6UB1LDP",2,8,"Y","""F""","""35""","""English""",1000,"2vs1","control_double"
"A2G333PKCQQIA0",2,8,"Y","""F""","""35""","""english""",928,"2vs1","control_double"
"ALIAR9NKPM4YU",2,8,"Y","""F""","""66""","""English""",1268,"2vs1","control_double"
"A7XL1V3G7C2VV",2,8,"Y","""M""","""25""","""English""",907,"2vs1","control_double"
"A2UIGDOLX5RV95",1,8,"Y","""F""","""25""","""English""",1338,"2vs1","control_double"
"AYCHPTQRYDT7G",1,8,"Y","""F""","""45""","""English""",913,"2vs1","control_double"
"A1H72BVZEDUFZ7",1,8,"Y","""F""","""25""","""English""",1546,"2vs1","control_double"
"A3K7UC7LUKV0ZV",1,8,"Y","""M""","""35""","""English""",869,"2vs1","control_double"
"A1BDZFVHI4LH44",2,8,"Y","""M""","""25""","""English""",598,"2vs1","control_double"
"A207IHY6GERCFO",2,8,"Y","""M""","""35""","""English""",738,"2vs1","control_double"
"A3RIBFIB7C8D20",1,8,"Y","""F""","""25""","""english""",1322,"2vs1","control_double"
"A27O2IILV3S5YS",2,8,"Y","""F""","""35""","""English""",485,"2vs1","control_double"
"A3HNEYFOIJWPH1",2,8,"Y","""M""","""35""","""English""",1236,"2vs1","control_double"
"AELOYBHVZFDW9",2,8,"Y","""M""","""55""","""english""",937,"2vs1","control_double"
"A2UF2FRGVW4T89",1,8,"Y","""M""","""45""","""English""",1343,"2vs1","control_double"
"A1XOXGWBAN6HEJ",1,8,"Y","""M""","""35""","""english""",994,"2vs1","control_double"
"A7RAVFS10BUZ1",2,8,"Y","""M""","""55""","""English""",1105,"2vs1","control_double"
"A2179VLITZ8QHP",2,9,"Y","""M""","""35""","""English""",1009,"3vs1","control_double"
"A1F63RK1PMJS5Y",1,9,"Y","""M""","""35""","""English""",1233,"3vs1","control_double"
"A2OYTHYZI938A7",1,9,"Y","""F""","""35""","""English""",1137,"3vs1","control_double"
"A2ZH5LDUY5UFD4",1,9,"Y","""M""","""45""","""English""",1017,"3vs1","control_double"
"A2RXJXDJ5IWHCF",2,9,"Y","""F""","""35""","""English""",1131,"3vs1","control_double"
"A1Y8MOE9J7CMPQ",1,9,"Y","""M""","""45""","""English""",872,"3vs1","control_double"
"A3LZG0E2BOVFI0",2,9,"Y","""F""","""55""","""English""",1376,"3vs1","control_double"
"A10K8ZSAU26T49",2,9,"Y","""F""","""55""","""English""",2395,"3vs1","control_double"
"AIUKV0KVALMY6",1,9,"Y","""F""","""35""","""english""",1547,"3vs1","control_double"
"A3MBIX6DHJS68K",2,9,"Y","""F""","""35""","""English""",1174,"3vs1","control_double"
"A3CD3C99T8S6ON",2,9,"Y","""M""","""25""","""English""",922,"3vs1","control_double"
"A3SW1BXR31CZY0",1,9,"Y","""M""","""35""","""English""",905,"3vs1","control_double"
"AK467M5VTG7N4",1,9,"Y","""M""","""25""","""English""",1990,"3vs1","control_double"
"A24MK3QPZ1V1L8",1,9,"Y","""M""","""35""","""english""",961,"3vs1","control_double"
"ADKKDK6P4MS1Z",2,9,"Y","""M""","""35""","""english""",1306,"3vs1","control_double"
"A3H369LHNNJ1XR",1,9,"Y","""M""","""25""","""English""",968,"3vs1","control_double"
"AKLG79EPGKTDP",1,9,"Y","""F""","""25""","""English""",507,"3vs1","control_double"
"A1GSIR59HGF3SZ",1,9,"Y","""F""","""35""","""English""",951,"3vs1","control_double"
"A1HBIE5LRTQK1L",1,9,"Y","""M""","""55""","""English""",909,"3vs1","control_double"
"ARI4DPDWL5SZY",2,9,"Y","""M""","""35""","""English""",654,"3vs1","control_double"
"A6IFXOBCV436G",1,9,"Y","""M""","""35""","""english""",658,"3vs1","control_double"
"A2FD57QQWT1J2N",2,9,"Y","""M""","""35""","""english""",971,"3vs1","control_double"
"A1VSHM4NLZ705D",1,9,"Y","""M""","""35""","""English""",1165,"3vs1","control_double"
"A38R7SIVV118KT",2,9,"Y","""M""","""65""","""english""",1514,"3vs1","control_double"
"A1QVNF19XSRSD7",1,9,"Y","""M""","""35""","""English""",999,"3vs1","control_double"
"A2T9WRHFRIVAFY",2,9,"Y","""F""","""35""","""English""",983,"3vs1","control_double"
"A1H11P4QSM08Y1",2,9,"Y","""M""","""35""","""english""",1154,"3vs1","control_double"
"A3MQS8KPUMZB9W",1,9,"Y","""F""","""45""","""English""",1406,"3vs1","control_double"
"A1A2X0T1XE8K89",1,9,"Y","""M""","""25""","""english""",980,"3vs1","control_double"
"A3P74FP62XNVYI",1,9,"Y","""M""","""65""","""English""",1313,"3vs1","control_double"
"A302M81U0HM7RJ",1,9,"Y","""M""","""35""","""english""",728,"3vs1","control_double"
"A27BKFN6UB1LDP",2,9,"Y","""F""","""35""","""English""",1560,"3vs1","control_double"
"A2G333PKCQQIA0",2,9,"Y","""F""","""35""","""english""",1420,"3vs1","control_double"
"ALIAR9NKPM4YU",2,9,"Y","""F""","""66""","""English""",1068,"3vs1","control_double"
"A7XL1V3G7C2VV",2,9,"Y","""M""","""25""","""English""",980,"3vs1","control_double"
"A2UIGDOLX5RV95",1,9,"Y","""F""","""25""","""English""",983,"3vs1","control_double"
"AYCHPTQRYDT7G",1,9,"Y","""F""","""45""","""English""",998,"3vs1","control_double"
"A1H72BVZEDUFZ7",1,9,"Y","""F""","""25""","""English""",1570,"3vs1","control_double"
"A3K7UC7LUKV0ZV",1,9,"Y","""M""","""35""","""English""",856,"3vs1","control_double"
"A1BDZFVHI4LH44",2,9,"Y","""M""","""25""","""English""",520,"3vs1","control_double"
"A207IHY6GERCFO",2,9,"Y","""M""","""35""","""English""",1420,"3vs1","control_double"
"A3RIBFIB7C8D20",1,9,"Y","""F""","""25""","""english""",1381,"3vs1","control_double"
"A27O2IILV3S5YS",2,9,"N","""F""","""35""","""English""",733,"3vs1","control_double"
"A3HNEYFOIJWPH1",2,9,"Y","""M""","""35""","""English""",1137,"3vs1","control_double"
"AELOYBHVZFDW9",2,9,"Y","""M""","""55""","""english""",704,"3vs1","control_double"
"A2UF2FRGVW4T89",1,9,"Y","""M""","""45""","""English""",1316,"3vs1","control_double"
"A1XOXGWBAN6HEJ",1,9,"Y","""M""","""35""","""english""",994,"3vs1","control_double"
"A7RAVFS10BUZ1",2,9,"Y","""M""","""55""","""English""",1186,"3vs1","control_double"
"A2179VLITZ8QHP",2,10,"Y","""M""","""35""","""English""",1619,"1vs1","control_single"
"A1F63RK1PMJS5Y",1,10,"Y","""M""","""35""","""English""",794,"1vs1","control_single"
"A2OYTHYZI938A7",1,10,"Y","""F""","""35""","""English""",576,"1vs1","control_single"
"A2ZH5LDUY5UFD4",1,10,"Y","""M""","""45""","""English""",700,"1vs1","control_single"
"A2RXJXDJ5IWHCF",2,10,"Y","""F""","""35""","""English""",524,"1vs1","control_single"
"A1Y8MOE9J7CMPQ",1,10,"Y","""M""","""45""","""English""",828,"1vs1","control_single"
"A3LZG0E2BOVFI0",2,10,"Y","""F""","""55""","""English""",1302,"1vs1","control_single"
"A10K8ZSAU26T49",2,10,"Y","""F""","""55""","""English""",1970,"1vs1","control_single"
"AIUKV0KVALMY6",1,10,"Y","""F""","""35""","""english""",1286,"1vs1","control_single"
"A3MBIX6DHJS68K",2,10,"Y","""F""","""35""","""English""",711,"1vs1","control_single"
"A3CD3C99T8S6ON",2,10,"Y","""M""","""25""","""English""",769,"1vs1","control_single"
"A3SW1BXR31CZY0",1,10,"Y","""M""","""35""","""English""",475,"1vs1","control_single"
"AK467M5VTG7N4",1,10,"Y","""M""","""25""","""English""",882,"1vs1","control_single"
"A24MK3QPZ1V1L8",1,10,"Y","""M""","""35""","""english""",1409,"1vs1","control_single"
"ADKKDK6P4MS1Z",2,10,"Y","""M""","""35""","""english""",818,"1vs1","control_single"
"A3H369LHNNJ1XR",1,10,"Y","""M""","""25""","""English""",713,"1vs1","control_single"
"AKLG79EPGKTDP",1,10,"Y","""F""","""25""","""English""",547,"1vs1","control_single"
"A1GSIR59HGF3SZ",1,10,"Y","""F""","""35""","""English""",958,"1vs1","control_single"
"A1HBIE5LRTQK1L",1,10,"Y","""M""","""55""","""English""",615,"1vs1","control_single"
"ARI4DPDWL5SZY",2,10,"Y","""M""","""35""","""English""",563,"1vs1","control_single"
"A6IFXOBCV436G",1,10,"Y","""M""","""35""","""english""",1025,"1vs1","control_single"
"A2FD57QQWT1J2N",2,10,"Y","""M""","""35""","""english""",698,"1vs1","control_single"
"A1VSHM4NLZ705D",1,10,"Y","""M""","""35""","""English""",937,"1vs1","control_single"
"A38R7SIVV118KT",2,10,"Y","""M""","""65""","""english""",713,"1vs1","control_single"
"A1QVNF19XSRSD7",1,10,"Y","""M""","""35""","""English""",1135,"1vs1","control_single"
"A2T9WRHFRIVAFY",2,10,"Y","""F""","""35""","""English""",1027,"1vs1","control_single"
"A1H11P4QSM08Y1",2,10,"Y","""M""","""35""","""english""",1016,"1vs1","control_single"
"A3MQS8KPUMZB9W",1,10,"Y","""F""","""45""","""English""",1060,"1vs1","control_single"
"A1A2X0T1XE8K89",1,10,"Y","""M""","""25""","""english""",650,"1vs1","control_single"
