"WorkerId","cond","trialnum","correct","sex","age","lang","rt","itemnum","trialtype"
"A3CD3C99T8S6ON",2,20,"N","""M""","""25""","""English""",770,"1vs1","control_single"
"A3SW1BXR31CZY0",1,20,"Y","""M""","""35""","""English""",512,"1vs1","control_single"
"AK467M5VTG7N4",1,20,"Y","""M""","""25""","""English""",719,"1vs1","control_single"
"A24MK3QPZ1V1L8",1,20,"Y","""M""","""35""","""english""",933,"1vs1","control_single"
"ADKKDK6P4MS1Z",2,20,"N","""M""","""35""","""english""",1405,"1vs1","control_single"
"A3H369LHNNJ1XR",1,20,"Y","""M""","""25""","""English""",610,"1vs1","control_single"
"AKLG79EPGKTDP",1,20,"Y","""F""","""25""","""English""",714,"1vs1","control_single"
"A1GSIR59HGF3SZ",1,20,"Y","""F""","""35""","""English""",678,"1vs1","control_single"
"A1HBIE5LRTQK1L",1,20,"Y","""M""","""55""","""English""",493,"1vs1","control_single"
"ARI4DPDWL5SZY",2,20,"N","""M""","""35""","""English""",499,"1vs1","control_single"
"A6IFXOBCV436G",1,20,"Y","""M""","""35""","""english""",875,"1vs1","control_single"
"A2FD57QQWT1J2N",2,20,"N","""M""","""35""","""english""",532,"1vs1","control_single"
"A1VSHM4NLZ705D",1,20,"Y","""M""","""35""","""English""",689,"1vs1","control_single"
"A38R7SIVV118KT",2,20,"N","""M""","""65""","""english""",1120,"1vs1","control_single"
"A1QVNF19XSRSD7",1,20,"Y","""M""","""35""","""English""",1024,"1vs1","control_single"
"A2T9WRHFRIVAFY",2,20,"N","""F""","""35""","""English""",972,"1vs1","control_single"
"A1H11P4QSM08Y1",2,20,"N","""M""","""35""","""english""",1015,"1vs1","control_single"
"A3MQS8KPUMZB9W",1,20,"Y","""F""","""45""","""English""",729,"1vs1","control_single"
"A1A2X0T1XE8K89",1,20,"Y","""M""","""25""","""english""",577,"1vs1","control_single"
"A3P74FP62XNVYI",1,20,"Y","""M""","""65""","""English""",843,"1vs1","control_single"
"A302M81U0HM7RJ",1,20,"Y","""M""","""35""","""english""",536,"1vs1","control_single"
"A27BKFN6UB1LDP",2,20,"N","""F""","""35""","""English""",891,"1vs1","control_single"
"A2G333PKCQQIA0",2,20,"N","""F""","""35""","""english""",1032,"1vs1","control_single"
"ALIAR9NKPM4YU",2,20,"N","""F""","""66""","""English""",1443,"1vs1","control_single"
"A7XL1V3G7C2VV",2,20,"N","""M""","""25""","""English""",1020,"1vs1","control_single"
"A2UIGDOLX5RV95",1,20,"Y","""F""","""25""","""English""",627,"1vs1","control_single"
"AYCHPTQRYDT7G",1,20,"Y","""F""","""45""","""English""",736,"1vs1","control_single"
"A1H72BVZEDUFZ7",1,20,"Y","""F""","""25""","""English""",1190,"1vs1","control_single"
"A3K7UC7LUKV0ZV",1,20,"Y","""M""","""35""","""English""",923,"1vs1","control_single"
"A1BDZFVHI4LH44",2,20,"N","""M""","""25""","""English""",603,"1vs1","control_single"
"A207IHY6GERCFO",2,20,"N","""M""","""35""","""English""",733,"1vs1","control_single"
"A3RIBFIB7C8D20",1,20,"Y","""F""","""25""","""english""",1066,"1vs1","control_single"
"A27O2IILV3S5YS",2,20,"N","""F""","""35""","""English""",954,"1vs1","control_single"
"A3HNEYFOIJWPH1",2,20,"N","""M""","""35""","""English""",874,"1vs1","control_single"
"AELOYBHVZFDW9",2,20,"N","""M""","""55""","""english""",749,"1vs1","control_single"
"A2UF2FRGVW4T89",1,20,"Y","""M""","""45""","""English""",1358,"1vs1","control_single"
"A1XOXGWBAN6HEJ",1,20,"Y","""M""","""35""","""english""",634,"1vs1","control_single"
"A7RAVFS10BUZ1",2,20,"N","""M""","""55""","""English""",1122,"1vs1","control_single"
"A2179VLITZ8QHP",2,21,"N","""M""","""35""","""English""",1124,"2vs2","control_single"
"A1F63RK1PMJS5Y",1,21,"Y","""M""","""35""","""English""",1250,"1vs1","control_single"
"A2OYTHYZI938A7",1,21,"Y","""F""","""35""","""English""",768,"1vs1","control_single"
"A2ZH5LDUY5UFD4",1,21,"Y","""M""","""45""","""English""",1925,"1vs1","control_single"
"A2RXJXDJ5IWHCF",2,21,"N","""F""","""35""","""English""",983,"2vs2","control_single"
"A1Y8MOE9J7CMPQ",1,21,"Y","""M""","""45""","""English""",623,"1vs1","control_single"
"A3LZG0E2BOVFI0",2,21,"N","""F""","""55""","""English""",1634,"2vs2","control_single"
"A10K8ZSAU26T49",2,21,"N","""F""","""55""","""English""",1547,"2vs2","control_single"
"AIUKV0KVALMY6",1,21,"Y","""F""","""35""","""english""",942,"1vs1","control_single"
"A3MBIX6DHJS68K",2,21,"N","""F""","""35""","""English""",1097,"2vs2","control_single"
"A3CD3C99T8S6ON",2,21,"N","""M""","""25""","""English""",1153,"2vs2","control_single"
"A3SW1BXR31CZY0",1,21,"Y","""M""","""35""","""English""",481,"1vs1","control_single"
"AK467M5VTG7N4",1,21,"Y","""M""","""25""","""English""",2179,"1vs1","control_single"
"A24MK3QPZ1V1L8",1,21,"Y","""M""","""35""","""english""",813,"1vs1","control_single"
"ADKKDK6P4MS1Z",2,21,"N","""M""","""35""","""english""",975,"2vs2","control_single"
"A3H369LHNNJ1XR",1,21,"Y","""M""","""25""","""English""",609,"1vs1","control_single"
"AKLG79EPGKTDP",1,21,"Y","""F""","""25""","""English""",472,"1vs1","control_single"
"A1GSIR59HGF3SZ",1,21,"Y","""F""","""35""","""English""",1347,"1vs1","control_single"
"A1HBIE5LRTQK1L",1,21,"Y","""M""","""55""","""English""",766,"1vs1","control_single"
"ARI4DPDWL5SZY",2,21,"N","""M""","""35""","""English""",723,"2vs2","control_single"
"A6IFXOBCV436G",1,21,"Y","""M""","""35""","""english""",657,"1vs1","control_single"
"A2FD57QQWT1J2N",2,21,"N","""M""","""35""","""english""",784,"2vs2","control_single"
"A1VSHM4NLZ705D",1,21,"Y","""M""","""35""","""English""",945,"1vs1","control_single"
"A38R7SIVV118KT",2,21,"N","""M""","""65""","""english""",1465,"2vs2","control_single"
"A1QVNF19XSRSD7",1,21,"Y","""M""","""35""","""English""",1295,"1vs1","control_single"
"A2T9WRHFRIVAFY",2,21,"N","""F""","""35""","""English""",1214,"2vs2","control_single"
"A1H11P4QSM08Y1",2,21,"N","""M""","""35""","""english""",970,"2vs2","control_single"
"A3MQS8KPUMZB9W",1,21,"Y","""F""","""45""","""English""",665,"1vs1","control_single"
"A1A2X0T1XE8K89",1,21,"Y","""M""","""25""","""english""",610,"1vs1","control_single"
"A3P74FP62XNVYI",1,21,"Y","""M""","""65""","""English""",1409,"1vs1","control_single"
"A302M81U0HM7RJ",1,21,"Y","""M""","""35""","""english""",666,"1vs1","control_single"
"A27BKFN6UB1LDP",2,21,"N","""F""","""35""","""English""",1006,"2vs2","control_single"
"A2G333PKCQQIA0",2,21,"N","""F""","""35""","""english""",1452,"2vs2","control_single"
"ALIAR9NKPM4YU",2,21,"N","""F""","""66""","""English""",1272,"2vs2","control_single"
"A7XL1V3G7C2VV",2,21,"N","""M""","""25""","""English""",1100,"2vs2","control_single"
"A2UIGDOLX5RV95",1,21,"Y","""F""","""25""","""English""",537,"1vs1","control_single"
"AYCHPTQRYDT7G",1,21,"Y","""F""","""45""","""English""",704,"1vs1","control_single"
"A1H72BVZEDUFZ7",1,21,"Y","""F""","""25""","""English""",1287,"1vs1","control_single"
"A3K7UC7LUKV0ZV",1,21,"Y","""M""","""35""","""English""",502,"1vs1","control_single"
"A1BDZFVHI4LH44",2,21,"N","""M""","""25""","""English""",736,"2vs2","control_single"
"A207IHY6GERCFO",2,21,"N","""M""","""35""","""English""",1291,"2vs2","control_single"
"A3RIBFIB7C8D20",1,21,"Y","""F""","""25""","""english""",1548,"1vs1","control_single"
"A27O2IILV3S5YS",2,21,"N","""F""","""35""","""English""",734,"2vs2","control_single"
"A3HNEYFOIJWPH1",2,21,"N","""M""","""35""","""English""",1047,"2vs2","control_single"
"AELOYBHVZFDW9",2,21,"N","""M""","""55""","""english""",598,"2vs2","control_single"
"A2UF2FRGVW4T89",1,21,"Y","""M""","""45""","""English""",1125,"1vs1","control_single"
"A1XOXGWBAN6HEJ",1,21,"Y","""M""","""35""","""english""",994,"1vs1","control_single"
"A7RAVFS10BUZ1",2,21,"N","""M""","""55""","""English""",1608,"2vs2","control_single"
"A2179VLITZ8QHP",2,22,"N","""M""","""35""","""English""",1380,"2vs2","control_single"
"A1F63RK1PMJS5Y",1,22,"Y","""M""","""35""","""English""",770,"1vs1","control_single"
"A2OYTHYZI938A7",1,22,"Y","""F""","""35""","""English""",689,"1vs1","control_single"
"A2ZH5LDUY5UFD4",1,22,"Y","""M""","""45""","""English""",1185,"1vs1","control_single"
"A2RXJXDJ5IWHCF",2,22,"N","""F""","""35""","""English""",673,"2vs2","control_single"
"A1Y8MOE9J7CMPQ",1,22,"Y","""M""","""45""","""English""",843,"1vs1","control_single"
"A3LZG0E2BOVFI0",2,22,"N","""F""","""55""","""English""",1229,"2vs2","control_single"
"A10K8ZSAU26T49",2,22,"N","""F""","""55""","""English""",2123,"2vs2","control_single"
"AIUKV0KVALMY6",1,22,"Y","""F""","""35""","""english""",1016,"1vs1","control_single"
"A3MBIX6DHJS68K",2,22,"N","""F""","""35""","""English""",956,"2vs2","control_single"
"A3CD3C99T8S6ON",2,22,"N","""M""","""25""","""English""",1065,"2vs2","control_single"
"A3SW1BXR31CZY0",1,22,"Y","""M""","""35""","""English""",520,"1vs1","control_single"
"AK467M5VTG7N4",1,22,"Y","""M""","""25""","""English""",1214,"1vs1","control_single"
"A24MK3QPZ1V1L8",1,22,"Y","""M""","""35""","""english""",971,"1vs1","control_single"
"ADKKDK6P4MS1Z",2,22,"N","""M""","""35""","""english""",1108,"2vs2","control_single"
"A3H369LHNNJ1XR",1,22,"Y","""M""","""25""","""English""",664,"1vs1","control_single"
"AKLG79EPGKTDP",1,22,"Y","""F""","""25""","""English""",473,"1vs1","control_single"
"A1GSIR59HGF3SZ",1,22,"Y","""F""","""35""","""English""",858,"1vs1","control_single"
"A1HBIE5LRTQK1L",1,22,"Y","""M""","""55""","""English""",887,"1vs1","control_single"
"ARI4DPDWL5SZY",2,22,"N","""M""","""35""","""English""",620,"2vs2","control_single"
"A6IFXOBCV436G",1,22,"Y","""M""","""35""","""english""",782,"1vs1","control_single"
"A2FD57QQWT1J2N",2,22,"N","""M""","""35""","""english""",734,"2vs2","control_single"
"A1VSHM4NLZ705D",1,22,"Y","""M""","""35""","""English""",974,"1vs1","control_single"
"A38R7SIVV118KT",2,22,"N","""M""","""65""","""english""",1017,"2vs2","control_single"
"A1QVNF19XSRSD7",1,22,"Y","""M""","""35""","""English""",904,"1vs1","control_single"
"A2T9WRHFRIVAFY",2,22,"N","""F""","""35""","""English""",1495,"2vs2","control_single"
"A1H11P4QSM08Y1",2,22,"N","""M""","""35""","""english""",782,"2vs2","control_single"
"A3MQS8KPUMZB9W",1,22,"Y","""F""","""45""","""English""",996,"1vs1","control_single"
"A1A2X0T1XE8K89",1,22,"Y","""M""","""25""","""english""",737,"1vs1","control_single"
"A3P74FP62XNVYI",1,22,"Y","""M""","""65""","""English""",729,"1vs1","control_single"
"A302M81U0HM7RJ",1,22,"Y","""M""","""35""","""english""",603,"1vs1","control_single"
"A27BKFN6UB1LDP",2,22,"N","""F""","""35""","""English""",997,"2vs2","control_single"
"A2G333PKCQQIA0",2,22,"N","""F""","""35""","""english""",1279,"2vs2","control_single"
"ALIAR9NKPM4YU",2,22,"N","""F""","""66""","""English""",986,"2vs2","control_single"
"A7XL1V3G7C2VV",2,22,"N","""M""","""25""","""English""",980,"2vs2","control_single"
"A2UIGDOLX5RV95",1,22,"Y","""F""","""25""","""English""",791,"1vs1","control_single"
"AYCHPTQRYDT7G",1,22,"Y","""F""","""45""","""English""",876,"1vs1","control_single"
"A1H72BVZEDUFZ7",1,22,"Y","""F""","""25""","""English""",2537,"1vs1","control_single"
"A3K7UC7LUKV0ZV",1,22,"Y","""M""","""35""","""English""",545,"1vs1","control_single"
"A1BDZFVHI4LH44",2,22,"N","""M""","""25""","""English""",986,"2vs2","control_single"
"A207IHY6GERCFO",2,22,"N","""M""","""35""","""English""",850,"2vs2","control_single"
"A3RIBFIB7C8D20",1,22,"Y","""F""","""25""","""english""",1080,"1vs1","control_single"
"A27O2IILV3S5YS",2,22,"N","""F""","""35""","""English""",598,"2vs2","control_single"
"A3HNEYFOIJWPH1",2,22,"N","""M""","""35""","""English""",1056,"2vs2","control_single"
"AELOYBHVZFDW9",2,22,"N","""M""","""55""","""english""",782,"2vs2","control_single"
"A2UF2FRGVW4T89",1,22,"Y","""M""","""45""","""English""",1048,"1vs1","control_single"
"A1XOXGWBAN6HEJ",1,22,"Y","""M""","""35""","""english""",647,"1vs1","control_single"
"A7RAVFS10BUZ1",2,22,"N","""M""","""55""","""English""",1485,"2vs2","control_single"
"A2179VLITZ8QHP",2,23,"N","""M""","""35""","""English""",1321,"2vs1","inference"
"A1F63RK1PMJS5Y",1,23,"Y","""M""","""35""","""English""",1233,"3vs1","inference"
"A2OYTHYZI938A7",1,23,"N","""F""","""35""","""English""",1288,"3vs1","inference"
"A2ZH5LDUY5UFD4",1,23,"Y","""M""","""45""","""English""",1524,"3vs1","inference"
"A2RXJXDJ5IWHCF",2,23,"N","""F""","""35""","""English""",1079,"2vs1","inference"
"A1Y8MOE9J7CMPQ",1,23,"Y","""M""","""45""","""English""",1266,"3vs1","inference"
"A3LZG0E2BOVFI0",2,23,"N","""F""","""55""","""English""",1570,"2vs1","inference"
"A10K8ZSAU26T49",2,23,"N","""F""","""55""","""English""",1752,"2vs1","inference"
"AIUKV0KVALMY6",1,23,"Y","""F""","""35""","""english""",2159,"3vs1","inference"
"A3MBIX6DHJS68K",2,23,"N","""F""","""35""","""English""",924,"2vs1","inference"
"A3CD3C99T8S6ON",2,23,"N","""M""","""25""","""English""",1160,"2vs1","inference"
"A3SW1BXR31CZY0",1,23,"Y","""M""","""35""","""English""",896,"3vs1","inference"
"AK467M5VTG7N4",1,23,"Y","""M""","""25""","""English""",1200,"3vs1","inference"
"A24MK3QPZ1V1L8",1,23,"Y","""M""","""35""","""english""",2187,"3vs1","inference"
"ADKKDK6P4MS1Z",2,23,"N","""M""","""35""","""english""",1257,"2vs1","inference"
"A3H369LHNNJ1XR",1,23,"Y","""M""","""25""","""English""",538,"3vs1","inference"
"AKLG79EPGKTDP",1,23,"Y","""F""","""25""","""English""",954,"3vs1","inference"
"A1GSIR59HGF3SZ",1,23,"Y","""F""","""35""","""English""",1827,"3vs1","inference"
"A1HBIE5LRTQK1L",1,23,"Y","""M""","""55""","""English""",897,"3vs1","inference"
"ARI4DPDWL5SZY",2,23,"N","""M""","""35""","""English""",892,"2vs1","inference"
"A6IFXOBCV436G",1,23,"Y","""M""","""35""","""english""",1295,"3vs1","inference"
"A2FD57QQWT1J2N",2,23,"N","""M""","""35""","""english""",1284,"2vs1","inference"
"A1VSHM4NLZ705D",1,23,"N","""M""","""35""","""English""",1618,"3vs1","inference"
"A38R7SIVV118KT",2,23,"N","""M""","""65""","""english""",1161,"2vs1","inference"
"A1QVNF19XSRSD7",1,23,"Y","""M""","""35""","""English""",1376,"3vs1","inference"
"A2T9WRHFRIVAFY",2,23,"N","""F""","""35""","""English""",1071,"2vs1","inference"
"A1H11P4QSM08Y1",2,23,"N","""M""","""35""","""english""",877,"2vs1","inference"
"A3MQS8KPUMZB9W",1,23,"Y","""F""","""45""","""English""",1185,"3vs1","inference"
"A1A2X0T1XE8K89",1,23,"Y","""M""","""25""","""english""",990,"3vs1","inference"
"A3P74FP62XNVYI",1,23,"Y","""M""","""65""","""English""",977,"3vs1","inference"
"A302M81U0HM7RJ",1,23,"Y","""M""","""35""","""english""",922,"3vs1","inference"
"A27BKFN6UB1LDP",2,23,"N","""F""","""35""","""English""",1363,"2vs1","inference"
"A2G333PKCQQIA0",2,23,"N","""F""","""35""","""english""",1885,"2vs1","inference"
"ALIAR9NKPM4YU",2,23,"N","""F""","""66""","""English""",1149,"2vs1","inference"
"A7XL1V3G7C2VV",2,23,"N","""M""","""25""","""English""",880,"2vs1","inference"
"A2UIGDOLX5RV95",1,23,"N","""F""","""25""","""English""",1126,"3vs1","inference"
"AYCHPTQRYDT7G",1,23,"Y","""F""","""45""","""English""",1157,"3vs1","inference"
"A1H72BVZEDUFZ7",1,23,"Y","""F""","""25""","""English""",1845,"3vs1","inference"
"A3K7UC7LUKV0ZV",1,23,"Y","""M""","""35""","""English""",1116,"3vs1","inference"
"A1BDZFVHI4LH44",2,23,"N","""M""","""25""","""English""",615,"2vs1","inference"
"A207IHY6GERCFO",2,23,"N","""M""","""35""","""English""",610,"2vs1","inference"
"A3RIBFIB7C8D20",1,23,"Y","""F""","""25""","""english""",3161,"3vs1","inference"
"A27O2IILV3S5YS",2,23,"N","""F""","""35""","""English""",1183,"2vs1","inference"
"A3HNEYFOIJWPH1",2,23,"N","""M""","""35""","""English""",946,"2vs1","inference"
"AELOYBHVZFDW9",2,23,"N","""M""","""55""","""english""",641,"2vs1","inference"
"A2UF2FRGVW4T89",1,23,"Y","""M""","""45""","""English""",1968,"3vs1","inference"
"A1XOXGWBAN6HEJ",1,23,"Y","""M""","""35""","""english""",1259,"3vs1","inference"
"A7RAVFS10BUZ1",2,23,"N","""M""","""55""","""English""",1266,"2vs1","inference"
"A2179VLITZ8QHP",2,24,"N","""M""","""35""","""English""",962,"2vs1","control_double"
"A1F63RK1PMJS5Y",1,24,"Y","""M""","""35""","""English""",1074,"3vs1","control_double"
"A2OYTHYZI938A7",1,24,"Y","""F""","""35""","""English""",847,"3vs1","control_double"
"A2ZH5LDUY5UFD4",1,24,"Y","""M""","""45""","""English""",636,"3vs1","control_double"
"A2RXJXDJ5IWHCF",2,24,"N","""F""","""35""","""English""",678,"2vs1","control_double"
"A1Y8MOE9J7CMPQ",1,24,"Y","""M""","""45""","""English""",787,"3vs1","control_double"
"A3LZG0E2BOVFI0",2,24,"N","""F""","""55""","""English""",1451,"2vs1","control_double"
"A10K8ZSAU26T49",2,24,"N","""F""","""55""","""English""",922,"2vs1","control_double"
"AIUKV0KVALMY6",1,24,"Y","""F""","""35""","""english""",1268,"3vs1","control_double"
"A3MBIX6DHJS68K",2,24,"N","""F""","""35""","""English""",923,"2vs1","control_double"
"A3CD3C99T8S6ON",2,24,"N","""M""","""25""","""English""",1480,"2vs1","control_double"
"A3SW1BXR31CZY0",1,24,"Y","""M""","""35""","""English""",930,"3vs1","control_double"
"AK467M5VTG7N4",1,24,"Y","""M""","""25""","""English""",1374,"3vs1","control_double"
"A24MK3QPZ1V1L8",1,24,"Y","""M""","""35""","""english""",804,"3vs1","control_double"
"ADKKDK6P4MS1Z",2,24,"N","""M""","""35""","""english""",846,"2vs1","control_double"
"A3H369LHNNJ1XR",1,24,"Y","""M""","""25""","""English""",930,"3vs1","control_double"
"AKLG79EPGKTDP",1,24,"Y","""F""","""25""","""English""",617,"3vs1","control_double"
"A1GSIR59HGF3SZ",1,24,"Y","""F""","""35""","""English""",859,"3vs1","control_double"
"A1HBIE5LRTQK1L",1,24,"Y","""M""","""55""","""English""",1005,"3vs1","control_double"
"ARI4DPDWL5SZY",2,24,"N","""M""","""35""","""English""",654,"2vs1","control_double"
"A6IFXOBCV436G",1,24,"Y","""M""","""35""","""english""",814,"3vs1","control_double"
"A2FD57QQWT1J2N",2,24,"N","""M""","""35""","""english""",995,"2vs1","control_double"
"A1VSHM4NLZ705D",1,24,"Y","""M""","""35""","""English""",1609,"3vs1","control_double"
"A38R7SIVV118KT",2,24,"N","""M""","""65""","""english""",921,"2vs1","control_double"
"A1QVNF19XSRSD7",1,24,"Y","""M""","""35""","""English""",1255,"3vs1","control_double"
"A2T9WRHFRIVAFY",2,24,"N","""F""","""35""","""English""",790,"2vs1","control_double"
"A1H11P4QSM08Y1",2,24,"N","""M""","""35""","""english""",566,"2vs1","control_double"
"A3MQS8KPUMZB9W",1,24,"Y","""F""","""45""","""English""",768,"3vs1","control_double"
"A1A2X0T1XE8K89",1,24,"Y","""M""","""25""","""english""",700,"3vs1","control_double"
"A3P74FP62XNVYI",1,24,"Y","""M""","""65""","""English""",1049,"3vs1","control_double"
"A302M81U0HM7RJ",1,24,"Y","""M""","""35""","""english""",809,"3vs1","control_double"
"A27BKFN6UB1LDP",2,24,"N","""F""","""35""","""English""",996,"2vs1","control_double"
"A2G333PKCQQIA0",2,24,"N","""F""","""35""","""english""",1188,"2vs1","control_double"
"ALIAR9NKPM4YU",2,24,"N","""F""","""66""","""English""",1001,"2vs1","control_double"
"A7XL1V3G7C2VV",2,24,"N","""M""","""25""","""English""",1073,"2vs1","control_double"
"A2UIGDOLX5RV95",1,24,"Y","""F""","""25""","""English""",840,"3vs1","control_double"
"AYCHPTQRYDT7G",1,24,"Y","""F""","""45""","""English""",891,"3vs1","control_double"
"A1H72BVZEDUFZ7",1,24,"Y","""F""","""25""","""English""",1260,"3vs1","control_double"
"A3K7UC7LUKV0ZV",1,24,"Y","""M""","""35""","""English""",847,"3vs1","control_double"
"A1BDZFVHI4LH44",2,24,"N","""M""","""25""","""English""",730,"2vs1","control_double"
"A207IHY6GERCFO",2,24,"N","""M""","""35""","""English""",718,"2vs1","control_double"
"A3RIBFIB7C8D20",1,24,"Y","""F""","""25""","""english""",1110,"3vs1","control_double"
"A27O2IILV3S5YS",2,24,"N","""F""","""35""","""English""",1043,"2vs1","control_double"
"A3HNEYFOIJWPH1",2,24,"N","""M""","""35""","""English""",817,"2vs1","control_double"
"AELOYBHVZFDW9",2,24,"N","""M""","""55""","""english""",656,"2vs1","control_double"
"A2UF2FRGVW4T89",1,24,"Y","""M""","""45""","""English""",1324,"3vs1","control_double"
"A1XOXGWBAN6HEJ",1,24,"Y","""M""","""35""","""english""",1256,"3vs1","control_double"
"A7RAVFS10BUZ1",2,24,"N","""M""","""55""","""English""",1231,"2vs1","control_double"
